character_id,asset_type,asset_path,required,review_status
char_u90fd,image,images/characters/char_u90fd_main_v1.webp,true,DRAFT
char_u90fd,character_audio,audio/characters/char_u90fd_v1.mp3,true,DRAFT
char_u90fd,meaning_audio,audio/meanings/meaning_char_u90fd_v1.mp3,true,DRAFT
char_u90fd,word_audio_1,audio/words/char_u90fd_1_v1.mp3,true,DRAFT
char_u90fd,word_audio_2,audio/words/char_u90fd_2_v1.mp3,true,DRAFT
char_u90fd,sentence_audio,audio/sentences/char_u90fd_v1.mp3,true,DRAFT
char_u4e5f,image,images/characters/char_u4e5f_main_v1.webp,true,DRAFT
char_u4e5f,character_audio,audio/characters/char_u4e5f_v1.mp3,true,DRAFT
char_u4e5f,meaning_audio,audio/meanings/meaning_char_u4e5f_v1.mp3,true,DRAFT
char_u4e5f,word_audio_1,audio/words/char_u4e5f_1_v1.mp3,true,DRAFT
char_u4e5f,word_audio_2,audio/words/char_u4e5f_2_v1.mp3,true,DRAFT
char_u4e5f,sentence_audio,audio/sentences/char_u4e5f_v1.mp3,true,DRAFT
char_u8fd8,image,images/characters/char_u8fd8_main_v1.webp,true,DRAFT
char_u8fd8,character_audio,audio/characters/char_u8fd8_v1.mp3,true,DRAFT
char_u8fd8,meaning_audio,audio/meanings/meaning_char_u8fd8_v1.mp3,true,DRAFT
char_u8fd8,word_audio_1,audio/words/char_u8fd8_1_v1.mp3,true,DRAFT
char_u8fd8,word_audio_2,audio/words/char_u8fd8_2_v1.mp3,true,DRAFT
char_u8fd8,sentence_audio,audio/sentences/char_u8fd8_v1.mp3,true,DRAFT
char_u53c8,image,images/characters/char_u53c8_main_v1.webp,true,DRAFT
char_u53c8,character_audio,audio/characters/char_u53c8_v1.mp3,true,DRAFT
char_u53c8,meaning_audio,audio/meanings/meaning_char_u53c8_v1.mp3,true,DRAFT
char_u53c8,word_audio_1,audio/words/char_u53c8_1_v1.mp3,true,DRAFT
char_u53c8,word_audio_2,audio/words/char_u53c8_2_v1.mp3,true,DRAFT
char_u53c8,sentence_audio,audio/sentences/char_u53c8_v1.mp3,true,DRAFT
char_u518d,image,images/characters/char_u518d_main_v1.webp,true,DRAFT
char_u518d,character_audio,audio/characters/char_u518d_v1.mp3,true,DRAFT
char_u518d,meaning_audio,audio/meanings/meaning_char_u518d_v1.mp3,true,DRAFT
char_u518d,word_audio_1,audio/words/char_u518d_1_v1.mp3,true,DRAFT
char_u518d,word_audio_2,audio/words/char_u518d_2_v1.mp3,true,DRAFT
char_u518d,sentence_audio,audio/sentences/char_u518d_v1.mp3,true,DRAFT
char_u5f88,image,images/characters/char_u5f88_main_v1.webp,true,DRAFT
