id,character,pinyin,tone,meaning_for_child,word_1,word_2,sentence,image_prompt,audio_required,review_status
char_u6211,我,wǒ,0,“我”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,我人,我家,我在故事里看见“我”。,儿童绘本风：用清楚温暖的生活场景表现“我”的意思，无文字,character meaning words sentence,DRAFT
char_u4f60,你,nǐ,0,“你”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,你人,你家,我在故事里看见“你”。,儿童绘本风：用清楚温暖的生活场景表现“你”的意思，无文字,character meaning words sentence,DRAFT
char_u4ed6,他,tā,0,“他”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,他人,他家,我在故事里看见“他”。,儿童绘本风：用清楚温暖的生活场景表现“他”的意思，无文字,character meaning words sentence,DRAFT
char_u5979,她,tā,0,“她”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,她人,她家,我在故事里看见“她”。,儿童绘本风：用清楚温暖的生活场景表现“她”的意思，无文字,character meaning words sentence,DRAFT
char_u5b83,它,tā,0,“它”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,它人,它家,我在故事里看见“它”。,儿童绘本风：用清楚温暖的生活场景表现“它”的意思，无文字,character meaning words sentence,DRAFT
char_u7231,爱,ài,0,“爱”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,爱人,爱家,我在故事里看见“爱”。,儿童绘本风：用清楚温暖的生活场景表现“爱”的意思，无文字,character meaning words sentence,DRAFT
char_u53cb,友,yǒu,0,“友”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,友人,友家,我在故事里看见“友”。,儿童绘本风：用清楚温暖的生活场景表现“友”的意思，无文字,character meaning words sentence,DRAFT
char_u540c,同,tóng,0,“同”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,同人,同家,我在故事里看见“同”。,儿童绘本风：用清楚温暖的生活场景表现“同”的意思，无文字,character meaning words sentence,DRAFT
char_u5b66,学,xué,0,“学”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,学人,学家,我在故事里看见“学”。,儿童绘本风：用清楚温暖的生活场景表现“学”的意思，无文字,character meaning words sentence,DRAFT
char_u6821,校,xiào,0,“校”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,校人,校家,我在故事里看见“校”。,儿童绘本风：用清楚温暖的生活场景表现“校”的意思，无文字,character meaning words sentence,DRAFT
char_u5e08,师,shī,0,“师”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,师人,师家,我在故事里看见“师”。,儿童绘本风：用清楚温暖的生活场景表现“师”的意思，无文字,character meaning words sentence,DRAFT
char_u751f,生,shēng,0,“生”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,生人,生家,我在故事里看见“生”。,儿童绘本风：用清楚温暖的生活场景表现“生”的意思，无文字,character meaning words sentence,DRAFT
char_u5b57,字,zì,0,“字”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,字人,字家,我在故事里看见“字”。,儿童绘本风：用清楚温暖的生活场景表现“字”的意思，无文字,character meaning words sentence,DRAFT
char_u6587,文,wén,0,“文”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,文人,文家,我在故事里看见“文”。,儿童绘本风：用清楚温暖的生活场景表现“文”的意思，无文字,character meaning words sentence,DRAFT
char_u753b,画,huà,0,“画”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,画人,画家,我在故事里看见“画”。,儿童绘本风：用清楚温暖的生活场景表现“画”的意思，无文字,character meaning words sentence,DRAFT
char_u8bfb,读,dú,0,“读”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,读人,读家,我在故事里看见“读”。,儿童绘本风：用清楚温暖的生活场景表现“读”的意思，无文字,character meaning words sentence,DRAFT
char_u5199,写,xiě,0,“写”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,写人,写家,我在故事里看见“写”。,儿童绘本风：用清楚温暖的生活场景表现“写”的意思，无文字,character meaning words sentence,DRAFT
char_u8ba4,认,rèn,0,“认”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,认人,认家,我在故事里看见“认”。,儿童绘本风：用清楚温暖的生活场景表现“认”的意思，无文字,character meaning words sentence,DRAFT
char_u77e5,知,zhī,0,“知”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,知人,知家,我在故事里看见“知”。,儿童绘本风：用清楚温暖的生活场景表现“知”的意思，无文字,character meaning words sentence,DRAFT
char_u60f3,想,xiǎng,0,“想”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,想人,想家,我在故事里看见“想”。,儿童绘本风：用清楚温暖的生活场景表现“想”的意思，无文字,character meaning words sentence,DRAFT
char_u8981,要,yào,0,“要”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,要人,要家,我在故事里看见“要”。,儿童绘本风：用清楚温暖的生活场景表现“要”的意思，无文字,character meaning words sentence,DRAFT
char_u7ed9,给,gěi,0,“给”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,给人,给家,我在故事里看见“给”。,儿童绘本风：用清楚温暖的生活场景表现“给”的意思，无文字,character meaning words sentence,DRAFT
char_u548c,和,hé,0,“和”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,和人,和家,我在故事里看见“和”。,儿童绘本风：用清楚温暖的生活场景表现“和”的意思，无文字,character meaning words sentence,DRAFT
char_u5728,在,zài,0,“在”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,在人,在家,我在故事里看见“在”。,儿童绘本风：用清楚温暖的生活场景表现“在”的意思，无文字,character meaning words sentence,DRAFT
char_u8fd9,这,zhè,0,“这”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,这人,这家,我在故事里看见“这”。,儿童绘本风：用清楚温暖的生活场景表现“这”的意思，无文字,character meaning words sentence,DRAFT
char_u90a3,那,nà,0,“那”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,那人,那家,我在故事里看见“那”。,儿童绘本风：用清楚温暖的生活场景表现“那”的意思，无文字,character meaning words sentence,DRAFT
char_u54ea,哪,nǎ,0,“哪”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,哪人,哪家,我在故事里看见“哪”。,儿童绘本风：用清楚温暖的生活场景表现“哪”的意思，无文字,character meaning words sentence,DRAFT
char_u8c01,谁,shuí,0,“谁”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,谁人,谁家,我在故事里看见“谁”。,儿童绘本风：用清楚温暖的生活场景表现“谁”的意思，无文字,character meaning words sentence,DRAFT
char_u4ec0,什,shén,0,“什”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,什人,什家,我在故事里看见“什”。,儿童绘本风：用清楚温暖的生活场景表现“什”的意思，无文字,character meaning words sentence,DRAFT
char_u4e48,么,me,0,“么”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,么人,么家,我在故事里看见“么”。,儿童绘本风：用清楚温暖的生活场景表现“么”的意思，无文字,character meaning words sentence,DRAFT
char_u4e00,一,yī,0,“一”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,一人,一家,我在故事里看见“一”。,儿童绘本风：用清楚温暖的生活场景表现“一”的意思，无文字,character meaning words sentence,DRAFT
char_u4e8c,二,èr,0,“二”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,二人,二家,我在故事里看见“二”。,儿童绘本风：用清楚温暖的生活场景表现“二”的意思，无文字,character meaning words sentence,DRAFT
char_u4e09,三,sān,0,“三”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,三人,三家,我在故事里看见“三”。,儿童绘本风：用清楚温暖的生活场景表现“三”的意思，无文字,character meaning words sentence,DRAFT
char_u56db,四,sì,0,“四”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,四人,四家,我在故事里看见“四”。,儿童绘本风：用清楚温暖的生活场景表现“四”的意思，无文字,character meaning words sentence,DRAFT
char_u4e94,五,wǔ,0,“五”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,五人,五家,我在故事里看见“五”。,儿童绘本风：用清楚温暖的生活场景表现“五”的意思，无文字,character meaning words sentence,DRAFT
char_u516d,六,liù,0,“六”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,六人,六家,我在故事里看见“六”。,儿童绘本风：用清楚温暖的生活场景表现“六”的意思，无文字,character meaning words sentence,DRAFT
char_u4e03,七,qī,0,“七”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,七人,七家,我在故事里看见“七”。,儿童绘本风：用清楚温暖的生活场景表现“七”的意思，无文字,character meaning words sentence,DRAFT
char_u516b,八,bā,0,“八”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,八人,八家,我在故事里看见“八”。,儿童绘本风：用清楚温暖的生活场景表现“八”的意思，无文字,character meaning words sentence,DRAFT
char_u4e5d,九,jiǔ,0,“九”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,九人,九家,我在故事里看见“九”。,儿童绘本风：用清楚温暖的生活场景表现“九”的意思，无文字,character meaning words sentence,DRAFT
char_u5341,十,shí,0,“十”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,十人,十家,我在故事里看见“十”。,儿童绘本风：用清楚温暖的生活场景表现“十”的意思，无文字,character meaning words sentence,DRAFT
char_u767e,百,bǎi,0,“百”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,百人,百家,我在故事里看见“百”。,儿童绘本风：用清楚温暖的生活场景表现“百”的意思，无文字,character meaning words sentence,DRAFT
char_u5343,千,qiān,0,“千”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,千人,千家,我在故事里看见“千”。,儿童绘本风：用清楚温暖的生活场景表现“千”的意思，无文字,character meaning words sentence,DRAFT
char_u4e2a,个,gè,0,“个”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,个人,个家,我在故事里看见“个”。,儿童绘本风：用清楚温暖的生活场景表现“个”的意思，无文字,character meaning words sentence,DRAFT
char_u53ea,只,zhǐ,0,“只”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,只人,只家,我在故事里看见“只”。,儿童绘本风：用清楚温暖的生活场景表现“只”的意思，无文字,character meaning words sentence,DRAFT
char_u672c,本,běn,0,“本”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,本人,本家,我在故事里看见“本”。,儿童绘本风：用清楚温暖的生活场景表现“本”的意思，无文字,character meaning words sentence,DRAFT
char_u5f20,张,zhāng,0,“张”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,张人,张家,我在故事里看见“张”。,儿童绘本风：用清楚温暖的生活场景表现“张”的意思，无文字,character meaning words sentence,DRAFT
char_u4ef6,件,jiàn,0,“件”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,件人,件家,我在故事里看见“件”。,儿童绘本风：用清楚温暖的生活场景表现“件”的意思，无文字,character meaning words sentence,DRAFT
char_u6761,条,tiáo,0,“条”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,条人,条家,我在故事里看见“条”。,儿童绘本风：用清楚温暖的生活场景表现“条”的意思，无文字,character meaning words sentence,DRAFT
char_u4e9b,些,xiē,0,“些”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,些人,些家,我在故事里看见“些”。,儿童绘本风：用清楚温暖的生活场景表现“些”的意思，无文字,character meaning words sentence,DRAFT
char_u6bcf,每,měi,0,“每”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,每人,每家,我在故事里看见“每”。,儿童绘本风：用清楚温暖的生活场景表现“每”的意思，无文字,character meaning words sentence,DRAFT
