character_id,asset_type,asset_path,required,review_status
char_u7ad9,image,images/characters/char_u7ad9_main_v1.webp,true,DRAFT
char_u7ad9,character_audio,audio/characters/char_u7ad9_v1.mp3,true,DRAFT
char_u7ad9,meaning_audio,audio/meanings/meaning_char_u7ad9_v1.mp3,true,DRAFT
char_u7ad9,word_audio_1,audio/words/char_u7ad9_1_v1.mp3,true,DRAFT
char_u7ad9,word_audio_2,audio/words/char_u7ad9_2_v1.mp3,true,DRAFT
char_u7ad9,sentence_audio,audio/sentences/char_u7ad9_v1.mp3,true,DRAFT
char_u5750,image,images/characters/char_u5750_main_v1.webp,true,DRAFT
char_u5750,character_audio,audio/characters/char_u5750_v1.mp3,true,DRAFT
char_u5750,meaning_audio,audio/meanings/meaning_char_u5750_v1.mp3,true,DRAFT
char_u5750,word_audio_1,audio/words/char_u5750_1_v1.mp3,true,DRAFT
char_u5750,word_audio_2,audio/words/char_u5750_2_v1.mp3,true,DRAFT
char_u5750,sentence_audio,audio/sentences/char_u5750_v1.mp3,true,DRAFT
char_u54ed,image,images/characters/char_u54ed_main_v1.webp,true,DRAFT
char_u54ed,character_audio,audio/characters/char_u54ed_v1.mp3,true,DRAFT
char_u54ed,meaning_audio,audio/meanings/meaning_char_u54ed_v1.mp3,true,DRAFT
char_u54ed,word_audio_1,audio/words/char_u54ed_1_v1.mp3,true,DRAFT
char_u54ed,word_audio_2,audio/words/char_u54ed_2_v1.mp3,true,DRAFT
char_u54ed,sentence_audio,audio/sentences/char_u54ed_v1.mp3,true,DRAFT
char_u4f4f,image,images/characters/char_u4f4f_main_v1.webp,true,DRAFT
char_u4f4f,character_audio,audio/characters/char_u4f4f_v1.mp3,true,DRAFT
char_u4f4f,meaning_audio,audio/meanings/meaning_char_u4f4f_v1.mp3,true,DRAFT
char_u4f4f,word_audio_1,audio/words/char_u4f4f_1_v1.mp3,true,DRAFT
char_u4f4f,word_audio_2,audio/words/char_u4f4f_2_v1.mp3,true,DRAFT
char_u4f4f,sentence_audio,audio/sentences/char_u4f4f_v1.mp3,true,DRAFT
char_u73a9,image,images/characters/char_u73a9_main_v1.webp,true,DRAFT
char_u73a9,character_audio,audio/characters/char_u73a9_v1.mp3,true,DRAFT
char_u73a9,meaning_audio,audio/meanings/meaning_char_u73a9_v1.mp3,true,DRAFT
char_u73a9,word_audio_1,audio/words/char_u73a9_1_v1.mp3,true,DRAFT
char_u73a9,word_audio_2,audio/words/char_u73a9_2_v1.mp3,true,DRAFT
char_u73a9,sentence_audio,audio/sentences/char_u73a9_v1.mp3,true,DRAFT
char_u505a,image,images/characters/char_u505a_main_v1.webp,true,DRAFT
char_u505a,character_audio,audio/characters/char_u505a_v1.mp3,true,DRAFT
char_u505a,meaning_audio,audio/meanings/meaning_char_u505a_v1.mp3,true,DRAFT
char_u505a,word_audio_1,audio/words/char_u505a_1_v1.mp3,true,DRAFT
char_u505a,word_audio_2,audio/words/char_u505a_2_v1.mp3,true,DRAFT
char_u505a,sentence_audio,audio/sentences/char_u505a_v1.mp3,true,DRAFT
char_u7528,image,images/characters/char_u7528_main_v1.webp,true,DRAFT
char_u7528,character_audio,audio/characters/char_u7528_v1.mp3,true,DRAFT
char_u7528,meaning_audio,audio/meanings/meaning_char_u7528_v1.mp3,true,DRAFT
char_u7528,word_audio_1,audio/words/char_u7528_1_v1.mp3,true,DRAFT
char_u7528,word_audio_2,audio/words/char_u7528_2_v1.mp3,true,DRAFT
char_u7528,sentence_audio,audio/sentences/char_u7528_v1.mp3,true,DRAFT
