character_id,asset_type,asset_path,required,review_status
char_u98de,image,images/characters/char_u98de_main_v1.webp,true,DRAFT
char_u98de,character_audio,audio/characters/char_u98de_v1.mp3,true,DRAFT
char_u98de,meaning_audio,audio/meanings/meaning_char_u98de_v1.mp3,true,DRAFT
char_u98de,word_audio_1,audio/words/char_u98de_1_v1.mp3,true,DRAFT
char_u98de,word_audio_2,audio/words/char_u98de_2_v1.mp3,true,DRAFT
char_u98de,sentence_audio,audio/sentences/char_u98de_v1.mp3,true,DRAFT
char_u673a,image,images/characters/char_u673a_main_v1.webp,true,DRAFT
char_u673a,character_audio,audio/characters/char_u673a_v1.mp3,true,DRAFT
char_u673a,meaning_audio,audio/meanings/meaning_char_u673a_v1.mp3,true,DRAFT
char_u673a,word_audio_1,audio/words/char_u673a_1_v1.mp3,true,DRAFT
char_u673a,word_audio_2,audio/words/char_u673a_2_v1.mp3,true,DRAFT
char_u673a,sentence_audio,audio/sentences/char_u673a_v1.mp3,true,DRAFT
char_u8def,image,images/characters/char_u8def_main_v1.webp,true,DRAFT
char_u8def,character_audio,audio/characters/char_u8def_v1.mp3,true,DRAFT
char_u8def,meaning_audio,audio/meanings/meaning_char_u8def_v1.mp3,true,DRAFT
char_u8def,word_audio_1,audio/words/char_u8def_1_v1.mp3,true,DRAFT
char_u8def,word_audio_2,audio/words/char_u8def_2_v1.mp3,true,DRAFT
char_u8def,sentence_audio,audio/sentences/char_u8def_v1.mp3,true,DRAFT
char_u6865,image,images/characters/char_u6865_main_v1.webp,true,DRAFT
char_u6865,character_audio,audio/characters/char_u6865_v1.mp3,true,DRAFT
char_u6865,meaning_audio,audio/meanings/meaning_char_u6865_v1.mp3,true,DRAFT
char_u6865,word_audio_1,audio/words/char_u6865_1_v1.mp3,true,DRAFT
char_u6865,word_audio_2,audio/words/char_u6865_2_v1.mp3,true,DRAFT
char_u6865,sentence_audio,audio/sentences/char_u6865_v1.mp3,true,DRAFT
char_u7a97,image,images/characters/char_u7a97_main_v1.webp,true,DRAFT
char_u7a97,character_audio,audio/characters/char_u7a97_v1.mp3,true,DRAFT
char_u7a97,meaning_audio,audio/meanings/meaning_char_u7a97_v1.mp3,true,DRAFT
char_u7a97,word_audio_1,audio/words/char_u7a97_1_v1.mp3,true,DRAFT
char_u7a97,word_audio_2,audio/words/char_u7a97_2_v1.mp3,true,DRAFT
char_u7a97,sentence_audio,audio/sentences/char_u7a97_v1.mp3,true,DRAFT
char_u623f,image,images/characters/char_u623f_main_v1.webp,true,DRAFT
char_u623f,character_audio,audio/characters/char_u623f_v1.mp3,true,DRAFT
char_u623f,meaning_audio,audio/meanings/meaning_char_u623f_v1.mp3,true,DRAFT
char_u623f,word_audio_1,audio/words/char_u623f_1_v1.mp3,true,DRAFT
char_u623f,word_audio_2,audio/words/char_u623f_2_v1.mp3,true,DRAFT
char_u623f,sentence_audio,audio/sentences/char_u623f_v1.mp3,true,DRAFT
char_u5c4b,image,images/characters/char_u5c4b_main_v1.webp,true,DRAFT
char_u5c4b,character_audio,audio/characters/char_u5c4b_v1.mp3,true,DRAFT
char_u5c4b,meaning_audio,audio/meanings/meaning_char_u5c4b_v1.mp3,true,DRAFT
char_u5c4b,word_audio_1,audio/words/char_u5c4b_1_v1.mp3,true,DRAFT
char_u5c4b,word_audio_2,audio/words/char_u5c4b_2_v1.mp3,true,DRAFT
char_u5c4b,sentence_audio,audio/sentences/char_u5c4b_v1.mp3,true,DRAFT
char_u6905,image,images/characters/char_u6905_main_v1.webp,true,DRAFT
char_u6905,character_audio,audio/characters/char_u6905_v1.mp3,true,DRAFT
char_u6905,meaning_audio,audio/meanings/meaning_char_u6905_v1.mp3,true,DRAFT
