character_id,asset_type,asset_path,required,review_status
char_u6797,image,images/characters/char_u6797_main_v1.webp,true,DRAFT
char_u6797,character_audio,audio/characters/char_u6797_v1.mp3,true,DRAFT
char_u6797,meaning_audio,audio/meanings/meaning_char_u6797_v1.mp3,true,DRAFT
char_u6797,word_audio_1,audio/words/char_u6797_1_v1.mp3,true,DRAFT
char_u6797,word_audio_2,audio/words/char_u6797_2_v1.mp3,true,DRAFT
char_u6797,sentence_audio,audio/sentences/char_u6797_v1.mp3,true,DRAFT
char_u539f,image,images/characters/char_u539f_main_v1.webp,true,DRAFT
char_u539f,character_audio,audio/characters/char_u539f_v1.mp3,true,DRAFT
char_u539f,meaning_audio,audio/meanings/meaning_char_u539f_v1.mp3,true,DRAFT
char_u539f,word_audio_1,audio/words/char_u539f_1_v1.mp3,true,DRAFT
char_u539f,word_audio_2,audio/words/char_u539f_2_v1.mp3,true,DRAFT
char_u539f,sentence_audio,audio/sentences/char_u539f_v1.mp3,true,DRAFT
char_u516c,image,images/characters/char_u516c_main_v1.webp,true,DRAFT
char_u516c,character_audio,audio/characters/char_u516c_v1.mp3,true,DRAFT
char_u516c,meaning_audio,audio/meanings/meaning_char_u516c_v1.mp3,true,DRAFT
char_u516c,word_audio_1,audio/words/char_u516c_1_v1.mp3,true,DRAFT
char_u516c,word_audio_2,audio/words/char_u516c_2_v1.mp3,true,DRAFT
char_u516c,sentence_audio,audio/sentences/char_u516c_v1.mp3,true,DRAFT
char_u56ed,image,images/characters/char_u56ed_main_v1.webp,true,DRAFT
char_u56ed,character_audio,audio/characters/char_u56ed_v1.mp3,true,DRAFT
char_u56ed,meaning_audio,audio/meanings/meaning_char_u56ed_v1.mp3,true,DRAFT
char_u56ed,word_audio_1,audio/words/char_u56ed_1_v1.mp3,true,DRAFT
char_u56ed,word_audio_2,audio/words/char_u56ed_2_v1.mp3,true,DRAFT
char_u56ed,sentence_audio,audio/sentences/char_u56ed_v1.mp3,true,DRAFT
char_u9662,image,images/characters/char_u9662_main_v1.webp,true,DRAFT
char_u9662,character_audio,audio/characters/char_u9662_v1.mp3,true,DRAFT
char_u9662,meaning_audio,audio/meanings/meaning_char_u9662_v1.mp3,true,DRAFT
char_u9662,word_audio_1,audio/words/char_u9662_1_v1.mp3,true,DRAFT
char_u9662,word_audio_2,audio/words/char_u9662_2_v1.mp3,true,DRAFT
char_u9662,sentence_audio,audio/sentences/char_u9662_v1.mp3,true,DRAFT
char_u5546,image,images/characters/char_u5546_main_v1.webp,true,DRAFT
char_u5546,character_audio,audio/characters/char_u5546_v1.mp3,true,DRAFT
char_u5546,meaning_audio,audio/meanings/meaning_char_u5546_v1.mp3,true,DRAFT
char_u5546,word_audio_1,audio/words/char_u5546_1_v1.mp3,true,DRAFT
char_u5546,word_audio_2,audio/words/char_u5546_2_v1.mp3,true,DRAFT
char_u5546,sentence_audio,audio/sentences/char_u5546_v1.mp3,true,DRAFT
char_u5e97,image,images/characters/char_u5e97_main_v1.webp,true,DRAFT
char_u5e97,character_audio,audio/characters/char_u5e97_v1.mp3,true,DRAFT
char_u5e97,meaning_audio,audio/meanings/meaning_char_u5e97_v1.mp3,true,DRAFT
char_u5e97,word_audio_1,audio/words/char_u5e97_1_v1.mp3,true,DRAFT
char_u5e97,word_audio_2,audio/words/char_u5e97_2_v1.mp3,true,DRAFT
char_u5e97,sentence_audio,audio/sentences/char_u5e97_v1.mp3,true,DRAFT
char_u53a8,image,images/characters/char_u53a8_main_v1.webp,true,DRAFT
char_u53a8,character_audio,audio/characters/char_u53a8_v1.mp3,true,DRAFT
char_u53a8,meaning_audio,audio/meanings/meaning_char_u53a8_v1.mp3,true,DRAFT
char_u53a8,word_audio_1,audio/words/char_u53a8_1_v1.mp3,true,DRAFT
char_u53a8,word_audio_2,audio/words/char_u53a8_2_v1.mp3,true,DRAFT
char_u53a8,sentence_audio,audio/sentences/char_u53a8_v1.mp3,true,DRAFT
char_u5395,image,images/characters/char_u5395_main_v1.webp,true,DRAFT
char_u5395,character_audio,audio/characters/char_u5395_v1.mp3,true,DRAFT
char_u5395,meaning_audio,audio/meanings/meaning_char_u5395_v1.mp3,true,DRAFT
char_u5395,word_audio_1,audio/words/char_u5395_1_v1.mp3,true,DRAFT
char_u5395,word_audio_2,audio/words/char_u5395_2_v1.mp3,true,DRAFT
char_u5395,sentence_audio,audio/sentences/char_u5395_v1.mp3,true,DRAFT
char_u6240,image,images/characters/char_u6240_main_v1.webp,true,DRAFT
char_u6240,character_audio,audio/characters/char_u6240_v1.mp3,true,DRAFT
char_u6240,meaning_audio,audio/meanings/meaning_char_u6240_v1.mp3,true,DRAFT
char_u6240,word_audio_1,audio/words/char_u6240_1_v1.mp3,true,DRAFT
char_u6240,word_audio_2,audio/words/char_u6240_2_v1.mp3,true,DRAFT
char_u6240,sentence_audio,audio/sentences/char_u6240_v1.mp3,true,DRAFT
char_u95f4,image,images/characters/char_u95f4_main_v1.webp,true,DRAFT
char_u95f4,character_audio,audio/characters/char_u95f4_v1.mp3,true,DRAFT
char_u95f4,meaning_audio,audio/meanings/meaning_char_u95f4_v1.mp3,true,DRAFT
char_u95f4,word_audio_1,audio/words/char_u95f4_1_v1.mp3,true,DRAFT
char_u95f4,word_audio_2,audio/words/char_u95f4_2_v1.mp3,true,DRAFT
char_u95f4,sentence_audio,audio/sentences/char_u95f4_v1.mp3,true,DRAFT
char_u57ce,image,images/characters/char_u57ce_main_v1.webp,true,DRAFT
char_u57ce,character_audio,audio/characters/char_u57ce_v1.mp3,true,DRAFT
char_u57ce,meaning_audio,audio/meanings/meaning_char_u57ce_v1.mp3,true,DRAFT
char_u57ce,word_audio_1,audio/words/char_u57ce_1_v1.mp3,true,DRAFT
char_u57ce,word_audio_2,audio/words/char_u57ce_2_v1.mp3,true,DRAFT
char_u57ce,sentence_audio,audio/sentences/char_u57ce_v1.mp3,true,DRAFT
char_u5e02,image,images/characters/char_u5e02_main_v1.webp,true,DRAFT
char_u5e02,character_audio,audio/characters/char_u5e02_v1.mp3,true,DRAFT
char_u5e02,meaning_audio,audio/meanings/meaning_char_u5e02_v1.mp3,true,DRAFT
char_u5e02,word_audio_1,audio/words/char_u5e02_1_v1.mp3,true,DRAFT
char_u5e02,word_audio_2,audio/words/char_u5e02_2_v1.mp3,true,DRAFT
char_u5e02,sentence_audio,audio/sentences/char_u5e02_v1.mp3,true,DRAFT
char_u4e61,image,images/characters/char_u4e61_main_v1.webp,true,DRAFT
char_u4e61,character_audio,audio/characters/char_u4e61_v1.mp3,true,DRAFT
char_u4e61,meaning_audio,audio/meanings/meaning_char_u4e61_v1.mp3,true,DRAFT
char_u4e61,word_audio_1,audio/words/char_u4e61_1_v1.mp3,true,DRAFT
char_u4e61,word_audio_2,audio/words/char_u4e61_2_v1.mp3,true,DRAFT
char_u4e61,sentence_audio,audio/sentences/char_u4e61_v1.mp3,true,DRAFT
char_u6751,image,images/characters/char_u6751_main_v1.webp,true,DRAFT
char_u6751,character_audio,audio/characters/char_u6751_v1.mp3,true,DRAFT
char_u6751,meaning_audio,audio/meanings/meaning_char_u6751_v1.mp3,true,DRAFT
char_u6751,word_audio_1,audio/words/char_u6751_1_v1.mp3,true,DRAFT
char_u6751,word_audio_2,audio/words/char_u6751_2_v1.mp3,true,DRAFT
char_u6751,sentence_audio,audio/sentences/char_u6751_v1.mp3,true,DRAFT
char_u56fd,image,images/characters/char_u56fd_main_v1.webp,true,DRAFT
char_u56fd,character_audio,audio/characters/char_u56fd_v1.mp3,true,DRAFT
char_u56fd,meaning_audio,audio/meanings/meaning_char_u56fd_v1.mp3,true,DRAFT
char_u56fd,word_audio_1,audio/words/char_u56fd_1_v1.mp3,true,DRAFT
char_u56fd,word_audio_2,audio/words/char_u56fd_2_v1.mp3,true,DRAFT
char_u56fd,sentence_audio,audio/sentences/char_u56fd_v1.mp3,true,DRAFT
char_u4e16,image,images/characters/char_u4e16_main_v1.webp,true,DRAFT
char_u4e16,character_audio,audio/characters/char_u4e16_v1.mp3,true,DRAFT
char_u4e16,meaning_audio,audio/meanings/meaning_char_u4e16_v1.mp3,true,DRAFT
char_u4e16,word_audio_1,audio/words/char_u4e16_1_v1.mp3,true,DRAFT
char_u4e16,word_audio_2,audio/words/char_u4e16_2_v1.mp3,true,DRAFT
char_u4e16,sentence_audio,audio/sentences/char_u4e16_v1.mp3,true,DRAFT
char_u754c,image,images/characters/char_u754c_main_v1.webp,true,DRAFT
char_u754c,character_audio,audio/characters/char_u754c_v1.mp3,true,DRAFT
char_u754c,meaning_audio,audio/meanings/meaning_char_u754c_v1.mp3,true,DRAFT
char_u754c,word_audio_1,audio/words/char_u754c_1_v1.mp3,true,DRAFT
char_u754c,word_audio_2,audio/words/char_u754c_2_v1.mp3,true,DRAFT
char_u754c,sentence_audio,audio/sentences/char_u754c_v1.mp3,true,DRAFT
char_u6cb3,image,images/characters/char_u6cb3_main_v1.webp,true,DRAFT
char_u6cb3,character_audio,audio/characters/char_u6cb3_v1.mp3,true,DRAFT
char_u6cb3,meaning_audio,audio/meanings/meaning_char_u6cb3_v1.mp3,true,DRAFT
char_u6cb3,word_audio_1,audio/words/char_u6cb3_1_v1.mp3,true,DRAFT
char_u6cb3,word_audio_2,audio/words/char_u6cb3_2_v1.mp3,true,DRAFT
char_u6cb3,sentence_audio,audio/sentences/char_u6cb3_v1.mp3,true,DRAFT
char_u6d77,image,images/characters/char_u6d77_main_v1.webp,true,DRAFT
char_u6d77,character_audio,audio/characters/char_u6d77_v1.mp3,true,DRAFT
char_u6d77,meaning_audio,audio/meanings/meaning_char_u6d77_v1.mp3,true,DRAFT
char_u6d77,word_audio_1,audio/words/char_u6d77_1_v1.mp3,true,DRAFT
char_u6d77,word_audio_2,audio/words/char_u6d77_2_v1.mp3,true,DRAFT
char_u6d77,sentence_audio,audio/sentences/char_u6d77_v1.mp3,true,DRAFT
char_u6e56,image,images/characters/char_u6e56_main_v1.webp,true,DRAFT
char_u6e56,character_audio,audio/characters/char_u6e56_v1.mp3,true,DRAFT
char_u6e56,meaning_audio,audio/meanings/meaning_char_u6e56_v1.mp3,true,DRAFT
char_u6e56,word_audio_1,audio/words/char_u6e56_1_v1.mp3,true,DRAFT
char_u6e56,word_audio_2,audio/words/char_u6e56_2_v1.mp3,true,DRAFT
char_u6e56,sentence_audio,audio/sentences/char_u6e56_v1.mp3,true,DRAFT
char_u6c5f,image,images/characters/char_u6c5f_main_v1.webp,true,DRAFT
char_u6c5f,character_audio,audio/characters/char_u6c5f_v1.mp3,true,DRAFT
char_u6c5f,meaning_audio,audio/meanings/meaning_char_u6c5f_v1.mp3,true,DRAFT
char_u6c5f,word_audio_1,audio/words/char_u6c5f_1_v1.mp3,true,DRAFT
char_u6c5f,word_audio_2,audio/words/char_u6c5f_2_v1.mp3,true,DRAFT
char_u6c5f,sentence_audio,audio/sentences/char_u6c5f_v1.mp3,true,DRAFT
char_u5c9b,image,images/characters/char_u5c9b_main_v1.webp,true,DRAFT
char_u5c9b,character_audio,audio/characters/char_u5c9b_v1.mp3,true,DRAFT
char_u5c9b,meaning_audio,audio/meanings/meaning_char_u5c9b_v1.mp3,true,DRAFT
char_u5c9b,word_audio_1,audio/words/char_u5c9b_1_v1.mp3,true,DRAFT
char_u5c9b,word_audio_2,audio/words/char_u5c9b_2_v1.mp3,true,DRAFT
char_u5c9b,sentence_audio,audio/sentences/char_u5c9b_v1.mp3,true,DRAFT
char_u9986,image,images/characters/char_u9986_main_v1.webp,true,DRAFT
char_u9986,character_audio,audio/characters/char_u9986_v1.mp3,true,DRAFT
char_u9986,meaning_audio,audio/meanings/meaning_char_u9986_v1.mp3,true,DRAFT
char_u9986,word_audio_1,audio/words/char_u9986_1_v1.mp3,true,DRAFT
char_u9986,word_audio_2,audio/words/char_u9986_2_v1.mp3,true,DRAFT
char_u9986,sentence_audio,audio/sentences/char_u9986_v1.mp3,true,DRAFT
char_u697c,image,images/characters/char_u697c_main_v1.webp,true,DRAFT
char_u697c,character_audio,audio/characters/char_u697c_v1.mp3,true,DRAFT
char_u697c,meaning_audio,audio/meanings/meaning_char_u697c_v1.mp3,true,DRAFT
char_u697c,word_audio_1,audio/words/char_u697c_1_v1.mp3,true,DRAFT
char_u697c,word_audio_2,audio/words/char_u697c_2_v1.mp3,true,DRAFT
char_u697c,sentence_audio,audio/sentences/char_u697c_v1.mp3,true,DRAFT
char_u53f0,image,images/characters/char_u53f0_main_v1.webp,true,DRAFT
char_u53f0,character_audio,audio/characters/char_u53f0_v1.mp3,true,DRAFT
char_u53f0,meaning_audio,audio/meanings/meaning_char_u53f0_v1.mp3,true,DRAFT
char_u53f0,word_audio_1,audio/words/char_u53f0_1_v1.mp3,true,DRAFT
char_u53f0,word_audio_2,audio/words/char_u53f0_2_v1.mp3,true,DRAFT
char_u53f0,sentence_audio,audio/sentences/char_u53f0_v1.mp3,true,DRAFT
char_u9876,image,images/characters/char_u9876_main_v1.webp,true,DRAFT
char_u9876,character_audio,audio/characters/char_u9876_v1.mp3,true,DRAFT
char_u9876,meaning_audio,audio/meanings/meaning_char_u9876_v1.mp3,true,DRAFT
char_u9876,word_audio_1,audio/words/char_u9876_1_v1.mp3,true,DRAFT
char_u9876,word_audio_2,audio/words/char_u9876_2_v1.mp3,true,DRAFT
char_u9876,sentence_audio,audio/sentences/char_u9876_v1.mp3,true,DRAFT
char_u89d2,image,images/characters/char_u89d2_main_v1.webp,true,DRAFT
char_u89d2,character_audio,audio/characters/char_u89d2_v1.mp3,true,DRAFT
char_u89d2,meaning_audio,audio/meanings/meaning_char_u89d2_v1.mp3,true,DRAFT
char_u89d2,word_audio_1,audio/words/char_u89d2_1_v1.mp3,true,DRAFT
char_u89d2,word_audio_2,audio/words/char_u89d2_2_v1.mp3,true,DRAFT
char_u89d2,sentence_audio,audio/sentences/char_u89d2_v1.mp3,true,DRAFT
char_u7ebf,image,images/characters/char_u7ebf_main_v1.webp,true,DRAFT
char_u7ebf,character_audio,audio/characters/char_u7ebf_v1.mp3,true,DRAFT
char_u7ebf,meaning_audio,audio/meanings/meaning_char_u7ebf_v1.mp3,true,DRAFT
char_u7ebf,word_audio_1,audio/words/char_u7ebf_1_v1.mp3,true,DRAFT
char_u7ebf,word_audio_2,audio/words/char_u7ebf_2_v1.mp3,true,DRAFT
char_u7ebf,sentence_audio,audio/sentences/char_u7ebf_v1.mp3,true,DRAFT
char_u9762,image,images/characters/char_u9762_main_v1.webp,true,DRAFT
char_u9762,character_audio,audio/characters/char_u9762_v1.mp3,true,DRAFT
char_u9762,meaning_audio,audio/meanings/meaning_char_u9762_v1.mp3,true,DRAFT
char_u9762,word_audio_1,audio/words/char_u9762_1_v1.mp3,true,DRAFT
char_u9762,word_audio_2,audio/words/char_u9762_2_v1.mp3,true,DRAFT
char_u9762,sentence_audio,audio/sentences/char_u9762_v1.mp3,true,DRAFT
char_u8c46,image,images/characters/char_u8c46_main_v1.webp,true,DRAFT
char_u8c46,character_audio,audio/characters/char_u8c46_v1.mp3,true,DRAFT
char_u8c46,meaning_audio,audio/meanings/meaning_char_u8c46_v1.mp3,true,DRAFT
char_u8c46,word_audio_1,audio/words/char_u8c46_1_v1.mp3,true,DRAFT
char_u8c46,word_audio_2,audio/words/char_u8c46_2_v1.mp3,true,DRAFT
char_u8c46,sentence_audio,audio/sentences/char_u8c46_v1.mp3,true,DRAFT
char_u74dc,image,images/characters/char_u74dc_main_v1.webp,true,DRAFT
char_u74dc,character_audio,audio/characters/char_u74dc_v1.mp3,true,DRAFT
char_u74dc,meaning_audio,audio/meanings/meaning_char_u74dc_v1.mp3,true,DRAFT
char_u74dc,word_audio_1,audio/words/char_u74dc_1_v1.mp3,true,DRAFT
char_u74dc,word_audio_2,audio/words/char_u74dc_2_v1.mp3,true,DRAFT
char_u74dc,sentence_audio,audio/sentences/char_u74dc_v1.mp3,true,DRAFT
char_u76d0,image,images/characters/char_u76d0_main_v1.webp,true,DRAFT
char_u76d0,character_audio,audio/characters/char_u76d0_v1.mp3,true,DRAFT
