id,text,filename
char_u6211_character,我,audio/characters/char_u6211_v1.mp3
char_u6211_meaning,“我”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u6211_v1.mp3
char_u6211_word1,我人,audio/words/char_u6211_1_v1.mp3
char_u6211_word2,我家,audio/words/char_u6211_2_v1.mp3
char_u6211_sentence,我在故事里看见“我”。,audio/sentences/char_u6211_v1.mp3
char_u4f60_character,你,audio/characters/char_u4f60_v1.mp3
char_u4f60_meaning,“你”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u4f60_v1.mp3
char_u4f60_word1,你人,audio/words/char_u4f60_1_v1.mp3
char_u4f60_word2,你家,audio/words/char_u4f60_2_v1.mp3
char_u4f60_sentence,我在故事里看见“你”。,audio/sentences/char_u4f60_v1.mp3
char_u4ed6_character,他,audio/characters/char_u4ed6_v1.mp3
char_u4ed6_meaning,“他”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u4ed6_v1.mp3
char_u4ed6_word1,他人,audio/words/char_u4ed6_1_v1.mp3
char_u4ed6_word2,他家,audio/words/char_u4ed6_2_v1.mp3
char_u4ed6_sentence,我在故事里看见“他”。,audio/sentences/char_u4ed6_v1.mp3
char_u5979_character,她,audio/characters/char_u5979_v1.mp3
char_u5979_meaning,“她”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u5979_v1.mp3
char_u5979_word1,她人,audio/words/char_u5979_1_v1.mp3
char_u5979_word2,她家,audio/words/char_u5979_2_v1.mp3
char_u5979_sentence,我在故事里看见“她”。,audio/sentences/char_u5979_v1.mp3
char_u5b83_character,它,audio/characters/char_u5b83_v1.mp3
char_u5b83_meaning,“它”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u5b83_v1.mp3
char_u5b83_word1,它人,audio/words/char_u5b83_1_v1.mp3
char_u5b83_word2,它家,audio/words/char_u5b83_2_v1.mp3
char_u5b83_sentence,我在故事里看见“它”。,audio/sentences/char_u5b83_v1.mp3
char_u7231_character,爱,audio/characters/char_u7231_v1.mp3
char_u7231_meaning,“爱”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u7231_v1.mp3
char_u7231_word1,爱人,audio/words/char_u7231_1_v1.mp3
char_u7231_word2,爱家,audio/words/char_u7231_2_v1.mp3
char_u7231_sentence,我在故事里看见“爱”。,audio/sentences/char_u7231_v1.mp3
char_u53cb_character,友,audio/characters/char_u53cb_v1.mp3
char_u53cb_meaning,“友”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u53cb_v1.mp3
char_u53cb_word1,友人,audio/words/char_u53cb_1_v1.mp3
char_u53cb_word2,友家,audio/words/char_u53cb_2_v1.mp3
char_u53cb_sentence,我在故事里看见“友”。,audio/sentences/char_u53cb_v1.mp3
char_u540c_character,同,audio/characters/char_u540c_v1.mp3
char_u540c_meaning,“同”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u540c_v1.mp3
char_u540c_word1,同人,audio/words/char_u540c_1_v1.mp3
char_u540c_word2,同家,audio/words/char_u540c_2_v1.mp3
char_u540c_sentence,我在故事里看见“同”。,audio/sentences/char_u540c_v1.mp3
char_u5b66_character,学,audio/characters/char_u5b66_v1.mp3
char_u5b66_meaning,“学”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u5b66_v1.mp3
char_u5b66_word1,学人,audio/words/char_u5b66_1_v1.mp3
char_u5b66_word2,学家,audio/words/char_u5b66_2_v1.mp3
char_u5b66_sentence,我在故事里看见“学”。,audio/sentences/char_u5b66_v1.mp3
char_u6821_character,校,audio/characters/char_u6821_v1.mp3
char_u6821_meaning,“校”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u6821_v1.mp3
char_u6821_word1,校人,audio/words/char_u6821_1_v1.mp3
char_u6821_word2,校家,audio/words/char_u6821_2_v1.mp3
char_u6821_sentence,我在故事里看见“校”。,audio/sentences/char_u6821_v1.mp3
char_u5e08_character,师,audio/characters/char_u5e08_v1.mp3
char_u5e08_meaning,“师”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u5e08_v1.mp3
char_u5e08_word1,师人,audio/words/char_u5e08_1_v1.mp3
char_u5e08_word2,师家,audio/words/char_u5e08_2_v1.mp3
char_u5e08_sentence,我在故事里看见“师”。,audio/sentences/char_u5e08_v1.mp3
char_u751f_character,生,audio/characters/char_u751f_v1.mp3
char_u751f_meaning,“生”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u751f_v1.mp3
char_u751f_word1,生人,audio/words/char_u751f_1_v1.mp3
char_u751f_word2,生家,audio/words/char_u751f_2_v1.mp3
char_u751f_sentence,我在故事里看见“生”。,audio/sentences/char_u751f_v1.mp3
char_u5b57_character,字,audio/characters/char_u5b57_v1.mp3
