id,text,filename
char_u98de_character,飞,audio/characters/char_u98de_v1.mp3
char_u98de_meaning,“飞”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u98de_v1.mp3
char_u98de_word1,飞人,audio/words/char_u98de_1_v1.mp3
char_u98de_word2,飞家,audio/words/char_u98de_2_v1.mp3
char_u98de_sentence,我在故事里看见“飞”。,audio/sentences/char_u98de_v1.mp3
char_u673a_character,机,audio/characters/char_u673a_v1.mp3
char_u673a_meaning,“机”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u673a_v1.mp3
char_u673a_word1,机人,audio/words/char_u673a_1_v1.mp3
char_u673a_word2,机家,audio/words/char_u673a_2_v1.mp3
char_u673a_sentence,我在故事里看见“机”。,audio/sentences/char_u673a_v1.mp3
char_u8def_character,路,audio/characters/char_u8def_v1.mp3
char_u8def_meaning,“路”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u8def_v1.mp3
char_u8def_word1,路人,audio/words/char_u8def_1_v1.mp3
char_u8def_word2,路家,audio/words/char_u8def_2_v1.mp3
char_u8def_sentence,我在故事里看见“路”。,audio/sentences/char_u8def_v1.mp3
char_u6865_character,桥,audio/characters/char_u6865_v1.mp3
char_u6865_meaning,“桥”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u6865_v1.mp3
char_u6865_word1,桥人,audio/words/char_u6865_1_v1.mp3
char_u6865_word2,桥家,audio/words/char_u6865_2_v1.mp3
char_u6865_sentence,我在故事里看见“桥”。,audio/sentences/char_u6865_v1.mp3
char_u7a97_character,窗,audio/characters/char_u7a97_v1.mp3
char_u7a97_meaning,“窗”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u7a97_v1.mp3
char_u7a97_word1,窗人,audio/words/char_u7a97_1_v1.mp3
char_u7a97_word2,窗家,audio/words/char_u7a97_2_v1.mp3
char_u7a97_sentence,我在故事里看见“窗”。,audio/sentences/char_u7a97_v1.mp3
char_u623f_character,房,audio/characters/char_u623f_v1.mp3
char_u623f_meaning,“房”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u623f_v1.mp3
char_u623f_word1,房人,audio/words/char_u623f_1_v1.mp3
char_u623f_word2,房家,audio/words/char_u623f_2_v1.mp3
char_u623f_sentence,我在故事里看见“房”。,audio/sentences/char_u623f_v1.mp3
char_u5c4b_character,屋,audio/characters/char_u5c4b_v1.mp3
char_u5c4b_meaning,“屋”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u5c4b_v1.mp3
char_u5c4b_word1,屋人,audio/words/char_u5c4b_1_v1.mp3
char_u5c4b_word2,屋家,audio/words/char_u5c4b_2_v1.mp3
char_u5c4b_sentence,我在故事里看见“屋”。,audio/sentences/char_u5c4b_v1.mp3
char_u6905_character,椅,audio/characters/char_u6905_v1.mp3
char_u6905_meaning,“椅”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u6905_v1.mp3
char_u6905_word1,椅人,audio/words/char_u6905_1_v1.mp3
char_u6905_word2,椅家,audio/words/char_u6905_2_v1.mp3
char_u6905_sentence,我在故事里看见“椅”。,audio/sentences/char_u6905_v1.mp3
char_u88ab_character,被,audio/characters/char_u88ab_v1.mp3
char_u88ab_meaning,“被”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u88ab_v1.mp3
char_u88ab_word1,被人,audio/words/char_u88ab_1_v1.mp3
char_u88ab_word2,被家,audio/words/char_u88ab_2_v1.mp3
char_u88ab_sentence,我在故事里看见“被”。,audio/sentences/char_u88ab_v1.mp3
char_u5e3d_character,帽,audio/characters/char_u5e3d_v1.mp3
char_u5e3d_meaning,“帽”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u5e3d_v1.mp3
char_u5e3d_word1,帽人,audio/words/char_u5e3d_1_v1.mp3
char_u5e3d_word2,帽家,audio/words/char_u5e3d_2_v1.mp3
char_u5e3d_sentence,我在故事里看见“帽”。,audio/sentences/char_u5e3d_v1.mp3
char_u978b_character,鞋,audio/characters/char_u978b_v1.mp3
char_u978b_meaning,“鞋”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u978b_v1.mp3
char_u978b_word1,鞋人,audio/words/char_u978b_1_v1.mp3
char_u978b_word2,鞋家,audio/words/char_u978b_2_v1.mp3
char_u978b_sentence,我在故事里看见“鞋”。,audio/sentences/char_u978b_v1.mp3
char_u889c_character,袜,audio/characters/char_u889c_v1.mp3
char_u889c_meaning,“袜”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u889c_v1.mp3
char_u889c_word1,袜人,audio/words/char_u889c_1_v1.mp3
char_u889c_word2,袜家,audio/words/char_u889c_2_v1.mp3
char_u889c_sentence,我在故事里看见“袜”。,audio/sentences/char_u889c_v1.mp3
char_u5305_character,包,audio/characters/char_u5305_v1.mp3
char_u5305_meaning,“包”是生活中常见的字宝宝，我们在故事和游戏里会遇到它。,audio/meanings/meaning_char_u5305_v1.mp3
char_u5305_word1,包人,audio/words/char_u5305_1_v1.mp3
char_u5305_word2,包家,audio/words/char_u5305_2_v1.mp3
char_u5305_sentence,我在故事里看见“包”。,audio/sentences/char_u5305_v1.mp3
char_u4f1e_character,伞,audio/characters/char_u4f1e_v1.mp3
