id,text,filename
char_u4e00_v1,一,audio/characters/char_u4e00_v1.mp3
meaning_u4e00_v1,一表示只有一个。伸出一根手指，就是一。,audio/meanings/meaning_u4e00_v1.mp3
word_u4e00_1_v1,一个,audio/words/word_u4e00_1_v1.mp3
word_u4e00_2_v1,一天,audio/words/word_u4e00_2_v1.mp3
word_u4e00_3_v1,一口,audio/words/word_u4e00_3_v1.mp3
sentence_u4e00_v1,山上有一个人。,audio/sentences/sentence_u4e00_v1.mp3
char_u4e8c_v1,二,audio/characters/char_u4e8c_v1.mp3
meaning_u4e8c_v1,二表示有两个，排在一后面。,audio/meanings/meaning_u4e8c_v1.mp3
word_u4e8c_1_v1,二月,audio/words/word_u4e8c_1_v1.mp3
word_u4e8c_2_v1,第二,audio/words/word_u4e8c_2_v1.mp3
word_u4e8c_3_v1,一二三,audio/words/word_u4e8c_3_v1.mp3
sentence_u4e8c_v1,我们一起数一、二、三。,audio/sentences/sentence_u4e8c_v1.mp3
char_u4e09_v1,三,audio/characters/char_u4e09_v1.mp3
meaning_u4e09_v1,三表示有三个，排在二后面。,audio/meanings/meaning_u4e09_v1.mp3
word_u4e09_1_v1,三个,audio/words/word_u4e09_1_v1.mp3
word_u4e09_2_v1,三天,audio/words/word_u4e09_2_v1.mp3
word_u4e09_3_v1,三月,audio/words/word_u4e09_3_v1.mp3
sentence_u4e09_v1,水里有三条小鱼。,audio/sentences/sentence_u4e09_v1.mp3
char_u4e0a_v1,上,audio/characters/char_u4e0a_v1.mp3
meaning_u4e0a_v1,上表示比较高的位置，也可以表示从低处往高处去。,audio/meanings/meaning_u4e0a_v1.mp3
word_u4e0a_1_v1,上面,audio/words/word_u4e0a_1_v1.mp3
word_u4e0a_2_v1,上山,audio/words/word_u4e0a_2_v1.mp3
word_u4e0a_3_v1,天上,audio/words/word_u4e0a_3_v1.mp3
sentence_u4e0a_v1,小鸟飞到树上。,audio/sentences/sentence_u4e0a_v1.mp3
char_u4e0b_v1,下,audio/characters/char_u4e0b_v1.mp3
meaning_u4e0b_v1,下表示比较低的位置，也可以表示从高处往低处去。,audio/meanings/meaning_u4e0b_v1.mp3
word_u4e0b_1_v1,下面,audio/words/word_u4e0b_1_v1.mp3
word_u4e0b_2_v1,下山,audio/words/word_u4e0b_2_v1.mp3
word_u4e0b_3_v1,下雨,audio/words/word_u4e0b_3_v1.mp3
sentence_u4e0b_v1,雨从天上落下来。,audio/sentences/sentence_u4e0b_v1.mp3
