id,text,filename
char_u65e5_v1,日,audio/characters/char_u65e5_v1.mp3
meaning_u65e5_v1,日就是太阳的“日”，也常用来表示一天。,audio/meanings/meaning_u65e5_v1.mp3
word_u65e5_1_v1,日出,audio/words/word_u65e5_1_v1.mp3
word_u65e5_2_v1,日光,audio/words/word_u65e5_2_v1.mp3
word_u65e5_3_v1,日历,audio/words/word_u65e5_3_v1.mp3
sentence_u65e5_v1,日出时，天慢慢亮了。,audio/sentences/sentence_u65e5_v1.mp3
char_u6708_v1,月,audio/characters/char_u6708_v1.mp3
meaning_u6708_v1,月就是月亮的“月”，也可以表示月份。,audio/meanings/meaning_u6708_v1.mp3
word_u6708_1_v1,月亮,audio/words/word_u6708_1_v1.mp3
word_u6708_2_v1,月光,audio/words/word_u6708_2_v1.mp3
word_u6708_3_v1,月牙,audio/words/word_u6708_3_v1.mp3
sentence_u6708_v1,月亮挂在天上。,audio/sentences/sentence_u6708_v1.mp3
char_u6c34_v1,水,audio/characters/char_u6c34_v1.mp3
meaning_u6c34_v1,水可以喝、洗东西，鱼也生活在水里。,audio/meanings/meaning_u6c34_v1.mp3
word_u6c34_1_v1,喝水,audio/words/word_u6c34_1_v1.mp3
word_u6c34_2_v1,河水,audio/words/word_u6c34_2_v1.mp3
word_u6c34_3_v1,水杯,audio/words/word_u6c34_3_v1.mp3
sentence_u6c34_v1,我喝了一口水。,audio/sentences/sentence_u6c34_v1.mp3
char_u706b_v1,火,audio/characters/char_u706b_v1.mp3
meaning_u706b_v1,火会发光发热，也会烫伤人，要离它远一点。,audio/meanings/meaning_u706b_v1.mp3
word_u706b_1_v1,火苗,audio/words/word_u706b_1_v1.mp3
word_u706b_2_v1,火光,audio/words/word_u706b_2_v1.mp3
word_u706b_3_v1,火山,audio/words/word_u706b_3_v1.mp3
sentence_u706b_v1,火苗会发热，不要靠近。,audio/sentences/sentence_u706b_v1.mp3
char_u6728_v1,木,audio/characters/char_u6728_v1.mp3
meaning_u6728_v1,木就是树木，也常指做东西用的木头。,audio/meanings/meaning_u6728_v1.mp3
word_u6728_1_v1,木头,audio/words/word_u6728_1_v1.mp3
word_u6728_2_v1,木门,audio/words/word_u6728_2_v1.mp3
word_u6728_3_v1,木马,audio/words/word_u6728_3_v1.mp3
sentence_u6728_v1,这个小木马是木头做的。,audio/sentences/sentence_u6728_v1.mp3
