id,text,filename
char_u4e00_v1,一,audio/characters/char_u4e00_v1.mp3
meaning_u4e00_v1,一表示只有一个。伸出一根手指，就是一。,audio/meanings/meaning_u4e00_v1.mp3
word_u4e00_1_v1,一个,audio/words/word_u4e00_1_v1.mp3
word_u4e00_2_v1,一天,audio/words/word_u4e00_2_v1.mp3
word_u4e00_3_v1,一口,audio/words/word_u4e00_3_v1.mp3
sentence_u4e00_v1,山上有一个人。,audio/sentences/sentence_u4e00_v1.mp3
char_u4e8c_v1,二,audio/characters/char_u4e8c_v1.mp3
meaning_u4e8c_v1,二表示有两个，排在一后面。,audio/meanings/meaning_u4e8c_v1.mp3
word_u4e8c_1_v1,二月,audio/words/word_u4e8c_1_v1.mp3
word_u4e8c_2_v1,第二,audio/words/word_u4e8c_2_v1.mp3
word_u4e8c_3_v1,一二三,audio/words/word_u4e8c_3_v1.mp3
sentence_u4e8c_v1,我们一起数一、二、三。,audio/sentences/sentence_u4e8c_v1.mp3
char_u4e09_v1,三,audio/characters/char_u4e09_v1.mp3
meaning_u4e09_v1,三表示有三个，排在二后面。,audio/meanings/meaning_u4e09_v1.mp3
word_u4e09_1_v1,三个,audio/words/word_u4e09_1_v1.mp3
word_u4e09_2_v1,三天,audio/words/word_u4e09_2_v1.mp3
word_u4e09_3_v1,三月,audio/words/word_u4e09_3_v1.mp3
sentence_u4e09_v1,水里有三条小鱼。,audio/sentences/sentence_u4e09_v1.mp3
char_u4e0a_v1,上,audio/characters/char_u4e0a_v1.mp3
meaning_u4e0a_v1,上表示比较高的位置，也可以表示从低处往高处去。,audio/meanings/meaning_u4e0a_v1.mp3
word_u4e0a_1_v1,上面,audio/words/word_u4e0a_1_v1.mp3
word_u4e0a_2_v1,上山,audio/words/word_u4e0a_2_v1.mp3
word_u4e0a_3_v1,天上,audio/words/word_u4e0a_3_v1.mp3
sentence_u4e0a_v1,小鸟飞到树上。,audio/sentences/sentence_u4e0a_v1.mp3
char_u4e0b_v1,下,audio/characters/char_u4e0b_v1.mp3
meaning_u4e0b_v1,下表示比较低的位置，也可以表示从高处往低处去。,audio/meanings/meaning_u4e0b_v1.mp3
word_u4e0b_1_v1,下面,audio/words/word_u4e0b_1_v1.mp3
word_u4e0b_2_v1,下山,audio/words/word_u4e0b_2_v1.mp3
word_u4e0b_3_v1,下雨,audio/words/word_u4e0b_3_v1.mp3
sentence_u4e0b_v1,雨从天上落下来。,audio/sentences/sentence_u4e0b_v1.mp3
char_u65e5_v1,日,audio/characters/char_u65e5_v1.mp3
meaning_u65e5_v1,日就是太阳的“日”，也常用来表示一天。,audio/meanings/meaning_u65e5_v1.mp3
word_u65e5_1_v1,日出,audio/words/word_u65e5_1_v1.mp3
word_u65e5_2_v1,日光,audio/words/word_u65e5_2_v1.mp3
word_u65e5_3_v1,日历,audio/words/word_u65e5_3_v1.mp3
sentence_u65e5_v1,日出时，天慢慢亮了。,audio/sentences/sentence_u65e5_v1.mp3
char_u6708_v1,月,audio/characters/char_u6708_v1.mp3
meaning_u6708_v1,月就是月亮的“月”，也可以表示月份。,audio/meanings/meaning_u6708_v1.mp3
word_u6708_1_v1,月亮,audio/words/word_u6708_1_v1.mp3
word_u6708_2_v1,月光,audio/words/word_u6708_2_v1.mp3
word_u6708_3_v1,月牙,audio/words/word_u6708_3_v1.mp3
sentence_u6708_v1,月亮挂在天上。,audio/sentences/sentence_u6708_v1.mp3
char_u6c34_v1,水,audio/characters/char_u6c34_v1.mp3
meaning_u6c34_v1,水可以喝、洗东西，鱼也生活在水里。,audio/meanings/meaning_u6c34_v1.mp3
word_u6c34_1_v1,喝水,audio/words/word_u6c34_1_v1.mp3
word_u6c34_2_v1,河水,audio/words/word_u6c34_2_v1.mp3
word_u6c34_3_v1,水杯,audio/words/word_u6c34_3_v1.mp3
sentence_u6c34_v1,我喝了一口水。,audio/sentences/sentence_u6c34_v1.mp3
char_u706b_v1,火,audio/characters/char_u706b_v1.mp3
meaning_u706b_v1,火会发光发热，也会烫伤人，要离它远一点。,audio/meanings/meaning_u706b_v1.mp3
word_u706b_1_v1,火苗,audio/words/word_u706b_1_v1.mp3
word_u706b_2_v1,火光,audio/words/word_u706b_2_v1.mp3
word_u706b_3_v1,火山,audio/words/word_u706b_3_v1.mp3
sentence_u706b_v1,火苗会发热，不要靠近。,audio/sentences/sentence_u706b_v1.mp3
char_u6728_v1,木,audio/characters/char_u6728_v1.mp3
meaning_u6728_v1,木就是树木，也常指做东西用的木头。,audio/meanings/meaning_u6728_v1.mp3
word_u6728_1_v1,木头,audio/words/word_u6728_1_v1.mp3
word_u6728_2_v1,木门,audio/words/word_u6728_2_v1.mp3
word_u6728_3_v1,木马,audio/words/word_u6728_3_v1.mp3
sentence_u6728_v1,这个小木马是木头做的。,audio/sentences/sentence_u6728_v1.mp3
char_u5929_v1,天,audio/characters/char_u5929_v1.mp3
meaning_u5929_v1,天是我们头顶上很高很大的天空。,audio/meanings/meaning_u5929_v1.mp3
word_u5929_1_v1,天上,audio/words/word_u5929_1_v1.mp3
word_u5929_2_v1,白天,audio/words/word_u5929_2_v1.mp3
word_u5929_3_v1,天空,audio/words/word_u5929_3_v1.mp3
sentence_u5929_v1,天上有一朵白云。,audio/sentences/sentence_u5929_v1.mp3
char_u4e91_v1,云,audio/characters/char_u4e91_v1.mp3
meaning_u4e91_v1,云是在天空中一团团白色或灰色的水汽。,audio/meanings/meaning_u4e91_v1.mp3
word_u4e91_1_v1,白云,audio/words/word_u4e91_1_v1.mp3
word_u4e91_2_v1,云朵,audio/words/word_u4e91_2_v1.mp3
word_u4e91_3_v1,乌云,audio/words/word_u4e91_3_v1.mp3
sentence_u4e91_v1,白云在天上慢慢飘。,audio/sentences/sentence_u4e91_v1.mp3
char_u96e8_v1,雨,audio/characters/char_u96e8_v1.mp3
meaning_u96e8_v1,雨是云里的小水滴落到地面。,audio/meanings/meaning_u96e8_v1.mp3
word_u96e8_1_v1,下雨,audio/words/word_u96e8_1_v1.mp3
word_u96e8_2_v1,雨水,audio/words/word_u96e8_2_v1.mp3
word_u96e8_3_v1,大雨,audio/words/word_u96e8_3_v1.mp3
sentence_u96e8_v1,外面下雨了，记得带伞。,audio/sentences/sentence_u96e8_v1.mp3
char_u98ce_v1,风,audio/characters/char_u98ce_v1.mp3
meaning_u98ce_v1,风是流动的空气，看不见，却能吹动树叶和风车。,audio/meanings/meaning_u98ce_v1.mp3
word_u98ce_1_v1,大风,audio/words/word_u98ce_1_v1.mp3
