id,text,filename
char_u624b_v1,手,audio/characters/char_u624b_v1.mp3
meaning_u624b_v1,手在手臂的前面，可以拿东西、拍手和写字。,audio/meanings/meaning_u624b_v1.mp3
word_u624b_1_v1,小手,audio/words/word_u624b_1_v1.mp3
word_u624b_2_v1,手心,audio/words/word_u624b_2_v1.mp3
word_u624b_3_v1,洗手,audio/words/word_u624b_3_v1.mp3
sentence_u624b_v1,吃饭前要认真洗手。,audio/sentences/sentence_u624b_v1.mp3
char_u5934_v1,头,audio/characters/char_u5934_v1.mp3
meaning_u5934_v1,头在身体最上面，眼睛、耳朵和嘴都长在头上。,audio/meanings/meaning_u5934_v1.mp3
word_u5934_1_v1,头发,audio/words/word_u5934_1_v1.mp3
word_u5934_2_v1,点头,audio/words/word_u5934_2_v1.mp3
word_u5934_3_v1,抬头,audio/words/word_u5934_3_v1.mp3
sentence_u5934_v1,我抬头看天上的月亮。,audio/sentences/sentence_u5934_v1.mp3
char_u8033_v1,耳,audio/characters/char_u8033_v1.mp3
meaning_u8033_v1,耳就是耳朵，在头的两边，帮助我们听声音。,audio/meanings/meaning_u8033_v1.mp3
word_u8033_1_v1,耳朵,audio/words/word_u8033_1_v1.mp3
word_u8033_2_v1,左耳,audio/words/word_u8033_2_v1.mp3
word_u8033_3_v1,右耳,audio/words/word_u8033_3_v1.mp3
sentence_u8033_v1,我们用耳朵听声音。,audio/sentences/sentence_u8033_v1.mp3
char_u773c_v1,眼,audio/characters/char_u773c_v1.mp3
meaning_u773c_v1,眼就是眼睛，帮助我们看见东西。,audio/meanings/meaning_u773c_v1.mp3
word_u773c_1_v1,眼睛,audio/words/word_u773c_1_v1.mp3
word_u773c_2_v1,眼泪,audio/words/word_u773c_2_v1.mp3
word_u773c_3_v1,眨眼,audio/words/word_u773c_3_v1.mp3
sentence_u773c_v1,我的眼睛看见一只小鸟。,audio/sentences/sentence_u773c_v1.mp3
char_u7259_v1,牙,audio/characters/char_u7259_v1.mp3
meaning_u7259_v1,牙在嘴里，帮助我们咬和嚼食物。,audio/meanings/meaning_u7259_v1.mp3
word_u7259_1_v1,牙齿,audio/words/word_u7259_1_v1.mp3
word_u7259_2_v1,刷牙,audio/words/word_u7259_2_v1.mp3
word_u7259_3_v1,门牙,audio/words/word_u7259_3_v1.mp3
sentence_u7259_v1,早晚都要认真刷牙。,audio/sentences/sentence_u7259_v1.mp3
