id,text,filename
char_u4eba_character,人,audio/characters/char_u4eba_v1.mp3
char_u4eba_meaning,人就是你和我这样的朋友。,audio/meanings/meaning_char_u4eba_v1.mp3
char_u4eba_word1,大人,audio/words/char_u4eba_1_v1.mp3
char_u4eba_word2,家人,audio/words/char_u4eba_2_v1.mp3
char_u4eba_sentence,我和妈妈都是人。,audio/sentences/char_u4eba_v1.mp3
char_u53e3_character,口,audio/characters/char_u53e3_v1.mp3
char_u53e3_meaning,口就是嘴巴，可以吃东西和说话。,audio/meanings/meaning_char_u53e3_v1.mp3
char_u53e3_word1,开口,audio/words/char_u53e3_1_v1.mp3
char_u53e3_word2,门口,audio/words/char_u53e3_2_v1.mp3
char_u53e3_sentence,我开口说你好。,audio/sentences/char_u53e3_v1.mp3
char_u5927_character,大,audio/characters/char_u5927_v1.mp3
char_u5927_meaning,大表示占的地方更多或个子更高。,audio/meanings/meaning_char_u5927_v1.mp3
char_u5927_word1,大人,audio/words/char_u5927_1_v1.mp3
char_u5927_word2,大山,audio/words/char_u5927_2_v1.mp3
char_u5927_sentence,这是一只大大的熊。,audio/sentences/char_u5927_v1.mp3
char_u5c0f_character,小,audio/characters/char_u5c0f_v1.mp3
char_u5c0f_meaning,小表示占的地方更少或个子更矮。,audio/meanings/meaning_char_u5c0f_v1.mp3
char_u5c0f_word1,小手,audio/words/char_u5c0f_1_v1.mp3
char_u5c0f_word2,小猫,audio/words/char_u5c0f_2_v1.mp3
char_u5c0f_sentence,小猫在睡觉。,audio/sentences/char_u5c0f_v1.mp3
char_u624b_character,手,audio/characters/char_u624b_v1.mp3
char_u624b_meaning,手可以拿东西、挥一挥和做动作。,audio/meanings/meaning_char_u624b_v1.mp3
char_u624b_word1,小手,audio/words/char_u624b_1_v1.mp3
char_u624b_word2,手指,audio/words/char_u624b_2_v1.mp3
char_u624b_sentence,我用手拿杯子。,audio/sentences/char_u624b_v1.mp3
